,C,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Select all that apply,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Select all that apply.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Select all that apply.2,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Select up to 3,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Select up to 3.1,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Select up to 3.2,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Select all that apply.3,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Select up to 3.3,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Select all that apply.4,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Select all that apply.5,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Select all that apply.6,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Select all that apply.7,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221
17352,Indonesia,25-29,Male,Spaces,2 - 5 years,Product manager,Windows 7,,Android,,,C,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,Android,,,C,C++,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,"Less than $20,000",10000,Employed full-time,Consumer Products,I'm neither satisfied nor dissatisfied with my job,"I influence purchasing decisions, but don't have final approval",Never,Yes,I am open to new job opportunities,Salary,,,,,Tech stack,,,,Opportunity for advancement,,,,,,,,,Not important,,Finding an open job that I'm qualified for,Searching for a job that seems interesting,,Writing my CV and keeping it updated,,,Never,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Great,I don't have an account,I don't have an account,Great,I don't have an account,Hate,Hate,Message is personalized,,,Team I would be working with isædescribed,Company culture is described,,,,Salary,Benefits,,Tech stack,,,,,Tolerate,Hate,Great,Great,Great,,Be more flexible about interview scheduling,,Introduce me to the boss,,,,,,,,,,,,1,10-20 hours per week,Multipleætimes a day,NotePad++,,Light,Git,,,,,,,,,,,Git,,To get help for my job,,Because I can't do my job without it,,,,,Because I love to learn,,Always,,,,,,I have no idea why I answer but I do it anyway,,
17407,Indonesia,30-34,Male,Huh?,6 - 10 years,Product manager,Windows 8,,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,,,,PHP,Python,,,Ruby,,Salesforce,,,,SQL,SQL Server,,,,Wordpress,,No formal training; I'm self-taught,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,Employed full-time,Other (please specify),I'm somewhat satisfied with my job,"I influence purchasing decisions, but don't have final approval",I rarely work remote,No,I am open to new job opportunities,Salary,,,,,,,,Work/life balance,,,,,,,,Remote working options,,Neutral - I don't mind working in the office or remotely,,Finding an open job that I'm qualified for,Searching for a job that seems interesting,,,Taking time off work to interview,,Rarely,I wish more recruiters contacted me!,Great,Great,I don't have an account,Great,Great,Great,Great,,,,Team I would be working with isædescribed,,Salary information is provided,Benefits / perks of the work environment are described,,Salary,Benefits,,,,,,Details about the product or project I'd be working on,Great,Great,Great,Great,Great,,,Offer remote interviews (ie. via video conference),,,,Show me the space in which I will work,,Prepare me for who I will be speaking with,,,,,,,5,5-10 hours per week,Multipleætimes a day,Sublime Text,,Dark,,,,,,,,,,I don't use source control,,Git,,To get help for my job,,,,,,To receive help onæmy personal projects,,,Usually,,,,,,,,"I don't answer much (or at all), but I want to answer more"
17915,Indonesia,20-24,Male,Tabs,Less than 1 year,Student,Windows 7,,Android,,,C,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,SQL Server,,,,,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,Freelance / Contractor,Software Products,I'm neither satisfied nor dissatisfied with my job,I can recommend or request products,Part-time Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17958,Indonesia,20-24,Male,Tabs,2 - 5 years,Student,Windows 7,,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,Scala,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,,,,,,,Bachelor of Science in Computer Science (or related field),,,,Unemployed,Unemployed,Freelance / Contractor,Web Services,I'm somewhat satisfied with my job,I can recommend or request products,Full-time Remote,No (I'm a student),I am open to new job opportunities,,,,,Industry,,,,,,,,,,Company reputation,,Remote working options,,Neutral - I don't mind working in the office or remotely,Finding time to job search,Finding an open job that I'm qualified for,Searching for a job that seems interesting,,,,,Never,I wish more recruiters contacted me!,Tolerate,Tolerate,I don't have an account,Hate,Tolerate,Tolerate,Tolerate,,Code or projects I've worked on are referenced,,Team I would be working with isædescribed,,,,,,,,,Office location,,,,Tolerate,Tolerate,Great,Tolerate,Tolerate,,,,,Introduce me to the team,,Show me the space in which I will work,Fewer brainteasers,,,,,,,,2,10-20 hours per week,Multipleætimes a day,Sublime Text,,Dark,,,,,,,,,,I don't use source control,,Git,,,,,,,,To receive help onæmy personal projects,Because I love to learn,,Always,,,,,,,,"I don't answer much (or at all), but I want to answer more"
19039,Indonesia,< 20,Male,Huh?,Less than 1 year,Student,Windows 8,,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am not interested in other job opportunities,Salary,,,,,,,,Work/life balance,Opportunity for advancement,,,,,,,,,Somewhat important,,,,,,,,,,Great,Great,I don't have an account,Tolerate,Great,Tolerate,Hate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5-10 hours per week,Once a week,NotePad++,Eclipse,Light,,,,,,,,,,I don't use source control,,,,,,,,,,To receive help onæmy personal projects,Because I love to learn,,Always,,,,,,,"I don't answer much (or at all), and I don't want to",
19040,Indonesia,< 20,Male,Tabs,6 - 10 years,Student,Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,,,I'm a student,,,,,No (I'm a student),I am not interested in other job opportunities,Salary,,,,,,,,Work/life balance,,,,Quality of colleagues,,,,,,Somewhat important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10-20 hours per week,Once a week,NotePad++,,Light,,,,,,,,,,I don't use source control,,,,To get help for my job,,Because I can't do my job without it,,,,,Because I love to learn,,Always,,,,,,,,"I don't answer much (or at all), but I want to answer more"
19041,Indonesia,< 20,Male,Tabs,1 - 2 years,Student,Windows 8,,,,,C,C++,,C#,,,,,,,,,,,,Java,,,,,,,,PHP,Python,,,,,,,,,SQL,SQL Server,,,,,,,,AngularJS,,,,C#,,,Cordova,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,I'm a student,,,,,Yes,I am open to new job opportunities,,,,,,Tech stack,,,Work/life balance,,,,,,,,,Flexible work hours,Neutral - I don't mind working in the office or remotely,,Finding an open job that I'm qualified for,,Interesting companies rarely respond,,,The interview process,Rarely,I wish more recruiters contacted me!,Great,I don't have an account,I don't have an account,Great,I don't have an account,I don't have an account,Tolerate,Message is personalized,Code or projects I've worked on are referenced,,,,,Benefits / perks of the work environment are described,,,,,,,,,Details about the product or project I'd be working on,Hate,Tolerate,Great,Tolerate,Great,,Be more flexible about interview scheduling,,,,,,Fewer brainteasers,Prepare me for who I will be speaking with,,,,,,,0,2-5 hours per week,Once a day,Sublime Text,,Dark,Git,,,,,,,,,,,Git,,To get help for my job,,Because I can't do my job without it,,,To communicate with others like me,To receive help onæmy personal projects,Because I love to learn,,Usually,,,,,,,,"I don't answer much (or at all), but I want to answer more"
19042,Indonesia,20-24,Male,Spaces,2 - 5 years,Student,Windows 7,,,,,C,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,Android,,,C,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industry certification program,,Bachelor of Science in Computer Science (or related field),,,,Rather not say,Rather not say,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,,,,,,,,,Work/life balance,Opportunity for advancement,,,,,,,,Flexible work hours,Somewhat important,Finding time to job search,,,Interesting companies rarely respond,,,The interview process,Rarely,I wish more recruiters contacted me!,Great,Tolerate,Tolerate,Great,Tolerate,Hate,Hate,Message is personalized,,,Team I would be working with isædescribed,Company culture is described,,,,,Benefits,,,Office location,,People I would be working with,,Tolerate,Great,Tolerate,Great,Great,,Be more flexible about interview scheduling,,,,Offer me a decent cup of coffee,Show me the space in which I will work,,,,It's a jobs site specificallyæfor programmers,Goodæselection of relevant jobs,,,,4,10-20 hours per week,Once a month,NotePad++,,Light,,,,,,,,,,I don't use source control,,Git,,To get help for my job,,,,,,To receive help onæmy personal projects,Because I love to learn,,Sometimes,It feels good to help a programmer in need,,,,I feel a sense of responsibility to the developer community,,,
19043,Indonesia,20-24,Female,Tabs,1 - 2 years,Student,Windows 8,,Android,,,C,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,,Android,,,C,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,Salary,,,Health insurance,,,,,,,,,,,,,,Flexible work hours,Neutral - I don't mind working in the office or remotely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19044,Indonesia,20-24,Male,Tabs,2 - 5 years,Student,Windows 7,,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,,,,,,,,,Work/life balance,,,,,,,Building something that matters,,Flexible work hours,Neutral - I don't mind working in the office or remotely,,,,Interesting companies rarely respond,Writing my CV and keeping it updated,,,Rarely,I wish more recruiters contacted me!,Great,Great,I don't have an account,Great,I don't have an account,Tolerate,Tolerate,Message is personalized,Code or projects I've worked on are referenced,,,Company culture is described,,,,,,,Tech stack,,,,Details about the product or project I'd be working on,Tolerate,Tolerate,Great,Great,Great,,Be more flexible about interview scheduling,,,,,,,Prepare me for who I will be speaking with,,,,,,,0,5-10 hours per week,Multipleætimes a day,NotePad++,,Dark,Git,,SVN,,,,,,,,,Git,,To get help for my job,,,,,,To receive help onæmy personal projects,Because I love to learn,,Usually,,,,,,,,"I don't answer much (or at all), but I want to answer more"
19045,Indonesia,< 20,Male,Tabs,2 - 5 years,Student,Windows 8,,,,,,C++,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Rather not say,Rather not say,I'm a student,,,,,No (I'm a student),I am not interested in other job opportunities,Salary,,,Health insurance,,,,,,,,Office location,,,,,,,Not important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19046,Indonesia,< 20,Male,Tabs,1 - 2 years,Student,Windows 7,,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,PAWN,Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am not interested in other job opportunities,,,,,,,,,Work/life balance,,,Office location,,,,Building something that matters,,,Not important,Finding time to job search,Finding an open job that I'm qualified for,,Interesting companies rarely respond,,,,Never,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Tolerate,I don't have an account,I don't have an account,Great,I don't have an account,Tolerate,Tolerate,Message is personalized,,,Team I would be working with isædescribed,Company culture is described,,,,,Benefits,Company name,,Office location,,People I would be working with,Details about the product or project I'd be working on,Hate,Hate,Tolerate,Great,Great,,,,,Introduce me to the team,,,Fewer brainteasers,Prepare me for who I will be speaking with,,,,,,,1,2-5 hours per week,Multipleætimes a day,NotePad++,,Light,,,,,,,,,,I don't use source control,,Git,,,,,,,,,Because I love to learn,,Always,,,,,,,,"I don't answer much (or at all), but I want to answer more"
19047,Indonesia,< 20,Male,Tabs,Less than 1 year,Student,Windows 7,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am not interested in other job opportunities,,,,,,,,,Work/life balance,,,,,,,Building something that matters,Remote working options,,Somewhat important,Finding time to job search,Finding an open job that I'm qualified for,,,Writing my CV and keeping it updated,,,Never,I wish more recruiters contacted me!,Great,I don't have an account,I don't have an account,Great,I don't have an account,Tolerate,Tolerate,Message is personalized,Code or projects I've worked on are referenced,,Team I would be working with isædescribed,,,,,,,,,,,,Details about the product or project I'd be working on,Tolerate,Tolerate,Tolerate,Great,Great,,,,Introduce me to the boss,Introduce me to the team,,Show me the space in which I will work,,,,,,,,,0,5-10 hours per week,Multipleætimes a day,Sublime Text,,Light,,,,,,,,,,,,,,To get help for my job,,Because I can't do my job without it,,,,To receive help onæmy personal projects,Because I love to learn,,Always,,,,,,,,"I don't answer much (or at all), but I want to answer more"
19048,Indonesia,20-24,Male,Spaces,1 - 2 years,Student,Windows Vista,,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,Android,,,C,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,Ruby,,,,,,SQL,,,,,Wordpress,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,,,,,Yes,I am open to new job opportunities,,,,,,,,,Work/life balance,,,Office location,,Company culture,,,,,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19049,Indonesia,20-24,Female,Tabs,1 - 2 years,Student,Windows 7,,Android,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,,,,,Yes,I am open to new job opportunities,Salary,,,,,,,,Work/life balance,Opportunity for advancement,,,,,,,,,Very important,Finding time to job search,Finding an open job that I'm qualified for,,Interesting companies rarely respond,,,,About once a week,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Great,Great,Tolerate,Great,I don't have an account,Tolerate,Tolerate,Message is personalized,Code or projects I've worked on are referenced,,,,,Benefits / perks of the work environment are described,,,,,,Office location,,,,Tolerate,Great,Great,Great,Great,,Be more flexible about interview scheduling,,Introduce me to the boss,,,,,Prepare me for who I will be speaking with,,It's a jobs site specificallyæfor programmers,,,,Other,0,20+ hours per week,Multipleætimes a day,Sublime Text,,I don't use an IDE,Git,,,,,,,,,I don't use source control,,Git,,,,,,,,To receive help onæmy personal projects,,,Sometimes,,,,,,,,"I don't answer much (or at all), but I want to answer more"
19050,Indonesia,20-24,Female,It depends,1 - 2 years,Student,Mac OS X,,,,,C,C++,,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,Wordpress,,Android,,AngularJS,,,,,,,,,,,,Go,,,iOS,,,,,,,,,,Python,,,Ruby,,,,,,SQL,SQL Server,,Visual Basic,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,Unemployed,Unemployed,I'm a student,,,,,Yes,I am actively looking for a new job,Salary,,,,,,,,,,,,,Company culture,,Building something that matters,,,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20630,Indonesia,20-24,Male,Spaces,6 - 10 years,System administrator,Windows 7,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"Less than $20,000",10000,Employed part-time,Internet,I'm somewhat satisfied with my job,I can recommend or request products,Part-time Remote,Yes,I am open to new job opportunities,Salary,,,,,Tech stack,,,Work/life balance,,,,,,,,,,Very important,,,,Interesting companies rarely respond,,Taking time off work to interview,The interview process,Never,"Please, make the recruiter spamŒæstop",Tolerate,Tolerate,Hate,Hate,Tolerate,Hate,Hate,,Code or projects I've worked on are referenced,Stack Overflow activity is mentioned,,,,Benefits / perks of the work environment are described,,,,,Tech stack,,,,,Hate,Hate,Tolerate,Great,Great,,Be more flexible about interview scheduling,,,Introduce me to the team,,,,Prepare me for who I will be speaking with,,,,,,,0,2-5 hours per week,Multipleætimes a day,Sublime Text,,Dark,Git,,SVN,,,,,,,,,Git,,,To give help to others,,,To demonstrate that I'm good at what I do,,,Because I love to learn,,Always,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,It feels good to demonstrate my expertise.,Demonstrating my expertise will benefit me,,,,
21935,Indonesia,20-24,Male,Tabs,6 - 10 years,,Windows 8,,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,Windows Phone,,,,,,,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,Rather not say,Rather not say,Employed full-time,Telecommunications,I love my job,"I influence purchasing decisions, but don't have final approval",I rarely work remote,No,I am not interested in other job opportunities,Salary,,,,,,,,Work/life balance,Opportunity for advancement,,,,,,,,,Neutral - I don't mind working in the office or remotely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24061,Indonesia,20-24,Male,Spaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24062,Indonesia,40-50,Male,It depends,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24063,Indonesia,Prefer not to disclose,Male,Tabs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24064,Indonesia,25-29,Male,Spaces,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24065,Indonesia,20-24,Male,It depends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24066,Indonesia,25-29,Male,Tabs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24067,Indonesia,20-24,Male,Spaces,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24068,Indonesia,30-34,Male,Tabs,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24069,Indonesia,20-24,Male,It depends,2 - 5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24070,Indonesia,35-39,Male,It depends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
